text;labels
Zasady u¿ycia Si³ Zbrojnych poza granicami Rzeczypospolitej Polskiej okreœla ratyfikowana umowa miêdzynarodowa lub ustawa;konstytucja
Zasady pobytu obcych wojsk na terytorium Rzeczypospolitej Polskiej i zasady przemieszczania siê ich przez to terytorium okreœlaj¹ ratyfikowane umowy miêdzynarodowe lub ustawy;konstytucja
Inicjatywa ustawodawcza przys³uguje pos³om, Senatowi, Prezydentowi Rzeczypospolitej i Radzie Ministrów;konstytucja
Inicjatywa ustawodawcza przys³uguje równie¿ grupie co najmniej 100 000 obywateli maj¹cych prawo wybierania do Sejmu;konstytucja
Tryb postêpowania w tej sprawie okreœla ustawa;konstytucja
Wnioskodawcy, przedk³adaj¹c Sejmowi projekt ustawy, przedstawiaj¹ skutki finansowe jej wykonania;konstytucja
Sejm rozpatruje projekt ustawy w trzech czytaniach;konstytucja
Prawo wnoszenia poprawek do projektu ustawy w czasie rozpatrywania go przez Sejm przys³uguje wnioskodawcy projektu, pos³om i Radzie Ministrów;konstytucja
Marsza³ek Sejmu mo¿e odmówiæ poddania pod g³osowanie poprawki, która uprzednio nie by³a przed³o¿ona komisji;konstytucja
Wnioskodawca mo¿e wycofaæ projekt ustawy w toku postêpowania ustawodawczego w Sejmie do czasu zakoñczenia drugiego czytania projektu;konstytucja
Sejm uchwala ustawy zwyk³¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów, chyba ¿e Konstytucja przewiduje inn¹ wiêkszoœæ;konstytucja
W tym samym trybie Sejm podejmuje uchwa³y, je¿eli ustawa lub uchwa³a Sejmu nie stanowi inaczej;konstytucja
Ustawê uchwalon¹ przez Sejm Marsza³ek Sejmu przekazuje Senatowi;konstytucja
Senat w ci¹gu 30 dni od dnia przekazania ustawy mo¿e j¹ przyj¹æ bez zmian, uchwaliæ poprawki albo uchwaliæ odrzucenie jej w ca³oœci;konstytucja
Je¿eli Senat w ci¹gu 30 dni od dnia przekazania ustawy nie podejmie stosownej uchwa³y, ustawê uznaje siê za uchwalon¹ w brzmieniu przyjêtym przez Sejm;konstytucja
Uchwa³ê Senatu odrzucaj¹c¹ ustawê albo poprawkê zaproponowan¹ w uchwale Senatu uwa¿a siê za przyjêt¹, je¿eli Sejm nie odrzuci jej bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
Po zakoñczeniu postêpowania okreœlonego w art. 121 Marsza³ek Sejmu przedstawia uchwalon¹ ustawê do podpisu Prezydentowi Rzeczypospolitej;konstytucja
Prezydent Rzeczypospolitej podpisuje ustawê w ci¹gu 21 dni od dnia przedstawienia i zarz¹dza jej og³oszenie w Dzienniku Ustaw Rzeczypospolitej Polskiej;konstytucja
Przed podpisaniem ustawy Prezydent Rzeczypospolitej mo¿e wyst¹piæ do Trybuna³u Konstytucyjnego z wnioskiem w sprawie zgodnoœci ustawy z Konstytucj¹;konstytucja
Prezydent Rzeczypospolitej nie mo¿e odmówiæ podpisania ustawy, któr¹ Trybuna³ Konstytucyjny uzna³ za zgodn¹ z Konstytucj¹;konstytucja
Prezydent Rzeczypospolitej odmawia podpisania ustawy, któr¹ Trybuna³ Konstytucyjny uzna³ za niezgodn¹ z Konstytucj¹;konstytucja
Je¿eli jednak niezgodnoœæ z Konstytucj¹ dotyczy poszczególnych przepisów ustawy, a Trybuna³ Konstytucyjny nie orzeknie, ¿e s¹ one nierozerwalnie zwi¹zane z ca³¹ ustaw¹, Prezydent Rzeczypospolitej, po zasiêgniêciu opinii Marsza³ka Sejmu, podpisuje ustawê z pominiêciem przepisów uznanych za niezgodne z Konstytucj¹ albo zwraca ustawê Sejmowi w celu usuniêcia niezgodnoœci;konstytucja
Je¿eli Prezydent Rzeczypospolitej nie wyst¹pi³ z wnioskiem do Trybuna³u Konstytucyjnego w trybie ustawa 3, mo¿e z umotywowanym wnioskiem przekazaæ ustawê Sejmowi do ponownego rozpatrzenia;konstytucja
Po ponownym uchwaleniu ustawy przez Sejm wiêkszoœci¹ 3/5 g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów Prezydent Rzeczypospolitej w ci¹gu 7 dni podpisuje ustawê i zarz¹dza jej og³oszenie w Dzienniku Ustaw Rzeczypospolitej Polskiej;konstytucja
W razie ponownego uchwalenia ustawy przez Sejm Prezydentowi Rzeczypospolitej nie przys³uguje prawo wyst¹pienia do Trybuna³u Konstytucyjnego w trybie ustawa 3;konstytucja
Wyst¹pienie Prezydenta Rzeczypospolitej do Trybuna³u Konstytucyjnego z wnioskiem w sprawie zgodnoœci ustawy z Konstytucj¹ lub z wnioskiem do Sejmu o ponowne rozpatrzenie ustawy wstrzymuje bieg, okreœlonego w ustawa 2, terminu do podpisania ustawy;konstytucja
Rada Ministrów mo¿e uznaæ uchwalony przez siebie projekt ustawy za pilny, z wyj¹tkiem projektów ustaw podatkowych, ustaw dotycz¹cych wyboru Prezydenta Rzeczypospolitej, Sejmu, Senatu oraz organów samorz¹du terytorialnego, ustaw reguluj¹cych ustrój i w³aœciwoœæ w³adz publicznych, a tak¿e kodeksów;konstytucja
Regulamin Sejmu oraz regulamin Senatu okreœlaj¹ odrêbnoœci w postêpowaniu ustawodawczym w sprawie projektu pilnego;konstytucja
W postêpowaniu w sprawie ustawy, której projekt zosta³ uznany za pilny, termin jej rozpatrzenia przez Senat wynosi 14 dni, a termin podpisania ustawy przez Prezydenta Rzeczypospolitej wynosi 7 dni;konstytucja
Do Senatu stosuje siê odpowiednio przepisy art. 110, art. 112, art. 113 i art. 120;konstytucja
ReferendumArt;konstytucja
W sprawach o szczególnym znaczeniu dla pañstwa mo¿e byæ przeprowadzone referendum ogólnokrajowe;konstytucja
Referendum ogólnokrajowe ma prawo zarz¹dziæ Sejm bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów lub Prezydent Rzeczypospolitej za zgod¹ Senatu wyra¿on¹ bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby senatorów;konstytucja
Je¿eli w referendum ogólnokrajowym wziê³o udzia³ wiêcej ni¿ po³owa uprawnionych do g³osowania, wynik referendum jest wi¹¿¹cy;konstytucja
Wa¿noœæ referendum ogólnokrajowego oraz referendum, o którym mowa w art. 235 ustawa 6, stwierdza S¹d Najwy¿szy;konstytucja
Zasady i tryb przeprowadzania referendum okreœla ustawa;konstytucja
Prezydent Rzeczypospolitej Polskiej jest najwy¿szym przedstawicielem Rzeczypospolitej Polskiej i gwarantem ci¹g³oœci w³adzy pañstwowej;konstytucja
Prezydent Rzeczypospolitej czuwa nad przestrzeganiem Konstytucji, stoi na stra¿y suwerennoœci i bezpieczeñstwa pañstwa oraz nienaruszalnoœci i niepodzielnoœci jego terytorium;konstytucja
Prezydent Rzeczypospolitej wykonuje swoje zadania w zakresie i na zasadach okreœlonych w Konstytucji i ustawach;konstytucja
Prezydent Rzeczypospolitej jest wybierany przez Naród w wyborach powszechnych, równych, bezpoœrednich i w g³osowaniu tajnym;konstytucja
Prezydent Rzeczypospolitej jest wybierany na piêcioletni¹ kadencjê i mo¿e byæ ponownie wybrany tylko raz;konstytucja
Na Prezydenta Rzeczypospolitej mo¿e byæ wybrany obywatel polski, który najpóŸniej w dniu wyborów koñczy 35 lat i korzysta z pe³ni praw wyborczych do Sejmu;konstytucja
Kandydata zg³asza co najmniej 100 000 obywateli maj¹cych prawo wybierania do Sejmu;konstytucja
Na Prezydenta Rzeczypospolitej wybrany zostaje kandydat, który otrzyma³ wiêcej ni¿ po³owê wa¿nie oddanych g³osów;konstytucja
Je¿eli ¿aden z kandydatów nie uzyska wymaganej wiêkszoœci, czternastego dnia po pierwszym g³osowaniu przeprowadza siê ponowne g³osowanie;konstytucja
W ponownym g³osowaniu wyboru dokonuje siê spoœród dwóch kandydatów, którzy w pierwszym g³osowaniu otrzymali kolejno najwiêksz¹ liczbê g³osów;konstytucja
Je¿eli którykolwiek z tych dwóch kandydatów wycofa zgodê na kandydowanie, utraci prawo wyborcze lub umrze, w jego miejsce do wyborów w ponownym g³osowaniu dopuszcza siê kandydata, który otrzyma³ kolejno najwiêksz¹ liczbê g³osów w pierwszym g³osowaniu;konstytucja
W takim przypadku datê ponownego g³osowania odracza siê o dalszych 14 dni;konstytucja
Na Prezydenta Rzeczypospolitej wybrany zostaje kandydat, który w ponownym g³osowaniu otrzyma³ wiêcej g³osów;konstytucja
Zasady i tryb zg³aszania kandydatów i przeprowadzania wyborów oraz warunki wa¿noœci wyboru Prezydenta Rzeczypospolitej okreœla ustawa;konstytucja
Kadencja Prezydenta Rzeczypospolitej rozpoczyna siê w dniu objêcia przez niego urzêdu;konstytucja
Wybory Prezydenta Rzeczypospolitej zarz¹dza Marsza³ek Sejmu na dzieñ przypadaj¹cy nie wczeœniej ni¿ na 100 dni i nie póŸniej ni¿ na 75 dni przed up³ywem kadencji urzêduj¹cego Prezydenta Rzeczypospolitej, a w razie opró¿nienia urzêdu Prezydenta Rzeczypospolitej - nie póŸniej ni¿ w czternastym dniu po opró¿nieniu urzêdu, wyznaczaj¹c datê wyborów na dzieñ wolny od pracy przypadaj¹cy w ci¹gu 60 dni od dnia zarz¹dzenia wyborów;konstytucja
Wa¿noœæ wyboru Prezydenta Rzeczypospolitej stwierdza S¹d Najwy¿szy;konstytucja
Wyborcy przys³uguje prawo zg³oszenia do S¹du Najwy¿szego protestu przeciwko wa¿noœci wyboru Prezydenta Rzeczypospolitej na zasadach okreœlonych w ustawie;konstytucja
W razie stwierdzenia niewa¿noœci wyboru Prezydenta Rzeczypospolitej przeprowadza siê nowe wybory, na zasadach przewidzianych w art. 128 ustawa 2 dla przypadku opró¿nienia urzêdu Prezydenta Rzeczypospolitej;konstytucja
"Prezydent Rzeczypospolitej obejmuje urz¹d po z³o¿eniu wobec Zgromadzenia Narodowego nastêpuj¹cej przysiêgi:    ""Obejmuj¹c z woli Narodu urz¹d Prezydenta Rzeczypospolitej Polskiej, uroczyœcie przysiêgam, ¿e dochowam wiernoœci postanowieniom Konstytucji, bêdê strzeg³ niez³omnie godnoœci Narodu, niepodleg³oœci i bezpieczeñstwa Pañstwa, a dobro Ojczyzny oraz pomyœlnoœæ obywateli bêd¹ dla mnie zawsze najwy¿szym nakazem""";konstytucja
"Przysiêga mo¿e byæ z³o¿ona z dodaniem zdania ""Tak mi dopomó¿ Bóg""";konstytucja
Je¿eli Prezydent Rzeczypospolitej nie mo¿e przejœciowo sprawowaæ urzêdu, zawiadamia o tym Marsza³ka Sejmu, który tymczasowo przejmuje obowi¹zki Prezydenta Rzeczypospolitej;konstytucja
Gdy Prezydent Rzeczypospolitej nie jest w stanie zawiadomiæ Marsza³ka Sejmu o niemo¿noœci sprawowania urzêdu, wówczas o stwierdzeniu przeszkody w sprawowaniu urzêdu przez Prezydenta Rzeczypospolitej rozstrzyga Trybuna³ Konstytucyjny na wniosek Marsza³ka Sejmu;konstytucja
W razie uznania przejœciowej niemo¿noœci sprawowania urzêdu przez Prezydenta Rzeczypospolitej Trybuna³ Konstytucyjny powierza Marsza³kowi Sejmu tymczasowe wykonywanie obowi¹zków Prezydenta Rzeczypospolitej;konstytucja
Marsza³ek Sejmu tymczasowo, do czasu wyboru nowego Prezydenta Rzeczypospolitej, wykonuje obowi¹zki Prezydenta Rzeczypospolitej w razie:1) œmierci Prezydenta Rzeczypospolitej,2) zrzeczenia siê urzêdu przez Prezydenta Rzeczypospolitej,3) stwierdzenia niewa¿noœci wyboru Prezydenta Rzeczypospolitej lub innych przyczyn nieobjêcia urzêdu po wyborze,4) uznania przez Zgromadzenie Narodowe trwa³ej niezdolnoœci Prezydenta Rzeczypospolitej do sprawowania urzêdu ze wzglêdu na stan zdrowia, uchwa³¹ podjêt¹ wiêkszoœci¹ co najmniej 2/3 g³osów ustawowej liczby cz³onków Zgromadzenia Narodowego,5) z³o¿enia Prezydenta Rzeczypospolitej z urzêdu orzeczeniem Trybuna³u Stanu;konstytucja
Je¿eli Marsza³ek Sejmu nie mo¿e wykonywaæ obowi¹zków Prezydenta Rzeczypospolitej, obowi¹zki te przejmuje Marsza³ek Senatu;konstytucja
Osoba wykonuj¹ca obowi¹zki Prezydenta Rzeczypospolitej nie mo¿e postanowiæ o skróceniu kadencji Sejmu;konstytucja
Prezydent Rzeczypospolitej nie mo¿e piastowaæ ¿adnego innego urzêdu ani pe³niæ ¿adnej funkcji publicznej, z wyj¹tkiem tych, które s¹ zwi¹zane ze sprawowanym urzêdem;konstytucja
Prezydent Rzeczypospolitej jako reprezentant pañstwa w stosunkach zewnêtrznych:1) ratyfikuje i wypowiada umowy miêdzynarodowe, o czym zawiadamia Sejm i Senat,2) mianuje i odwo³uje pe³nomocnych przedstawicieli Rzeczypospolitej Polskiej w innych pañstwach i przy organizacjach miêdzynarodowych,3) przyjmuje listy uwierzytelniaj¹ce i odwo³uj¹ce akredytowanych przy nim przedstawicieli dyplomatycznych innych pañstw i organizacji miêdzynarodowych;konstytucja
Prezydent Rzeczypospolitej przed ratyfikowaniem umowy miêdzynarodowej mo¿e zwróciæ siê do Trybuna³u Konstytucyjnego z wnioskiem w sprawie jej zgodnoœci z Konstytucj¹;konstytucja
Prezydent Rzeczypospolitej w zakresie polityki zagranicznej wspó³dzia³a z Prezesem Rady Ministrów i w³aœciwym ministrem;konstytucja
Prezydent Rzeczypospolitej jest najwy¿szym zwierzchnikiem Si³ Zbrojnych Rzeczypospolitej Polskiej;konstytucja
W czasie pokoju Prezydent Rzeczypospolitej sprawuje zwierzchnictwo nad Si³ami Zbrojnymi za poœrednictwem Ministra Obrony Narodowej;konstytucja
Prezydent Rzeczypospolitej mianuje Szefa Sztabu Generalnego i dowódców rodzajów Si³ Zbrojnych na czas okreœlony;konstytucja
Czas trwania kadencji, tryb i warunki odwo³ania przed jej up³ywem okreœla ustawa;konstytucja
Na czas wojny Prezydent Rzeczypospolitej, na wniosek Prezesa Rady Ministrów, mianuje Naczelnego Dowódcê Si³ Zbrojnych;konstytucja
W tym samym trybie mo¿e on Naczelnego Dowódcê Si³ Zbrojnych odwo³aæ;konstytucja
Kompetencje Naczelnego Dowódcy Si³ Zbrojnych i zasady jego podleg³oœci konstytucyjnym organom Rzeczypospolitej Polskiej okreœla ustawa;konstytucja
Prezydent Rzeczypospolitej, na wniosek Ministra Obrony Narodowej, nadaje okreœlone w ustawach stopnie wojskowe;konstytucja
Kompetencje Prezydenta Rzeczypospolitej, zwi¹zane ze zwierzchnictwem nad Si³ami Zbrojnymi, szczegó³owo okreœla ustawa;konstytucja
Organem doradczym Prezydenta Rzeczypospolitej w zakresie wewnêtrznego i zewnêtrznego bezpieczeñstwa pañstwa jest Rada Bezpieczeñstwa Narodowego;konstytucja
W razie bezpoœredniego, zewnêtrznego zagro¿enia pañstwa Prezydent Rzeczypospolitej, na wniosek Prezesa Rady Ministrów, zarz¹dza powszechn¹ lub czêœciow¹ mobilizacjê i u¿ycie Si³ Zbrojnych do obrony Rzeczypospolitej Polskiej;konstytucja
Prezydent Rzeczypospolitej nadaje obywatelstwo polskie i wyra¿a zgodê na zrzeczenie siê obywatelstwa polskiego;konstytucja
Prezydent Rzeczypospolitej nadaje ordery i odznaczenia;konstytucja
Prezydent Rzeczypospolitej stosuje prawo ³aski;konstytucja
Prawa ³aski nie stosuje siê do osób skazanych przez Trybuna³ Stanu;konstytucja
Prezydent Rzeczypospolitej mo¿e zwracaæ siê z orêdziem do Sejmu, do Senatu lub do Zgromadzenia Narodowego;konstytucja
Orêdzia nie czyni siê przedmiotem debaty;konstytucja
W sprawach szczególnej wagi Prezydent Rzeczypospolitej mo¿e zwo³aæ Radê Gabinetow¹;konstytucja
Radê Gabinetow¹ tworzy Rada Ministrów obraduj¹ca pod przewodnictwem Prezydenta Rzeczypospolitej;konstytucja
Radzie Gabinetowej nie przys³uguj¹ kompetencje Rady Ministrów;konstytucja
Prezydent Rzeczypospolitej wydaje rozporz¹dzenia i zarz¹dzenia na zasadach okreœlonych w art. 92 i art. 93;konstytucja
Prezydent Rzeczypospolitej wydaje postanowienia w zakresie realizacji pozosta³ych swoich kompetencji;konstytucja
Organem pomocniczym Prezydenta Rzeczypospolitej jest Kancelaria Prezydenta Rzeczypospolitej;konstytucja
Prezydent Rzeczypospolitej nadaje statut Kancelarii oraz powo³uje i odwo³uje Szefa Kancelarii Prezydenta Rzeczypospolitej;konstytucja
Prezydent Rzeczypospolitej, korzystaj¹c ze swoich konstytucyjnych i ustawowych kompetencji, wydaje akty urzêdowe;konstytucja
Akty urzêdowe Prezydenta Rzeczypospolitej wymagaj¹ dla swojej wa¿noœci podpisu Prezesa Rady Ministrów, który przez podpisanie aktu ponosi odpowiedzialnoœæ przed Sejmem;konstytucja
Przepis ustawa 2 nie dotyczy:1) zarz¹dzania wyborów do Sejmu i Senatu,2) zwo³ywania pierwszego posiedzenia nowo wybranych Sejmu i Senatu,3) skracania kadencji Sejmu w przypadkach okreœlonych w Konstytucji,4) inicjatywy ustawodawczej,5) zarz¹dzania referendum ogólnokrajowego,6) podpisywania albo odmowy podpisania ustawy,7) zarz¹dzania og³oszenia ustawy oraz umowy miêdzynarodowej w Dzienniku Ustaw Rzeczypospolitej Polskiej,8) zwracania siê z orêdziem do Sejmu, do Senatu lub do Zgromadzenia Narodowego,9) wniosku do Trybuna³u Konstytucyjnego,10) wniosku o przeprowadzenie kontroli przez Najwy¿sz¹ Izbê Kontroli,11) desygnowania i powo³ywania Prezesa Rady Ministrów,12) przyjmowania dymisji Rady Ministrów i powierzania jej tymczasowego pe³nienia obowi¹zków,13) wniosku do Sejmu o poci¹gniêcie do odpowiedzialnoœci przed Trybuna³em Stanu cz³onka Rady Ministrów,14) odwo³ywania ministra, któremu Sejm wyrazi³ wotum nieufnoœci,15) zwo³ywania Rady Gabinetowej,16) nadawania orderów i odznaczeñ,17) powo³ywania sêdziów,18) stosowania prawa ³aski,19) nadawania obywatelstwa polskiego i wyra¿ania zgody na zrzeczenie siê obywatelstwa polskiego,20) powo³ywania Pierwszego Prezesa S¹du Najwy¿szego,21) powo³ywania Prezesa i Wiceprezesa Trybuna³u Konstytucyjnego,22) powo³ywania Prezesa Naczelnego S¹du Administracyjnego,23) powo³ywania prezesów S¹du Najwy¿szego oraz wiceprezesów Naczelnego S¹du Administracyjnego,24) wniosku do Sejmu o powo³anie Prezesa Narodowego Banku Polskiego,25) powo³ywania cz³onków Rady Polityki Pieniê¿nej,26) powo³ywania i odwo³ywania cz³onków Rady Bezpieczeñstwa Narodowego,27) powo³ywania cz³onków Krajowej Rady Radiofonii i Telewizji,28) nadawania statutu Kancelarii Prezydenta Rzeczypospolitej oraz powo³ywania i odwo³ywania Szefa Kancelarii Prezydenta Rzeczypospolitej,29) wydawania zarz¹dzeñ na zasadach okreœlonych w art. 93,30) zrzeczenia siê urzêdu Prezydenta Rzeczypospolitej;konstytucja
Prezydent Rzeczypospolitej za naruszenie Konstytucji, ustawy lub za pope³nienie przestêpstwa mo¿e byæ poci¹gniêty do odpowiedzialnoœci przed Trybuna³em Stanu;konstytucja
Postawienie Prezydenta Rzeczypospolitej w stan oskar¿enia mo¿e nast¹piæ uchwa³¹ Zgromadzenia Narodowego, podjêt¹ wiêkszoœci¹ co najmniej 2/3 g³osów ustawowej liczby cz³onków Zgromadzenia Narodowego na wniosek co najmniej 140 cz³onków Zgromadzenia Narodowego;konstytucja
Z dniem podjêcia uchwa³y o postawieniu Prezydenta Rzeczypospolitej w stan oskar¿enia przed Trybuna³em Stanu sprawowanie urzêdu przez Prezydenta Rzeczypospolitej ulega zawieszeniu;konstytucja
Przepis art. 131 stosuje siê odpowiednio;konstytucja
Rada Ministrów prowadzi politykê wewnêtrzn¹ i zagraniczn¹ Rzeczypospolitej Polskiej;konstytucja
Do Rady Ministrów nale¿¹ sprawy polityki pañstwa nie zastrze¿one dla innych organów pañstwowych i samorz¹du terytorialnego;konstytucja
Rada Ministrów kieruje administracj¹ rz¹dow¹;konstytucja
W zakresie i na zasadach okreœlonych w Konstytucji i ustawach Rada Ministrów w szczególnoœci:1) zapewnia wykonanie ustaw,2) wydaje rozporz¹dzenia,3) koordynuje i kontroluje prace organów administracji rz¹dowej,4) chroni interesy Skarbu Pañstwa,5) uchwala projekt bud¿etu pañstwa,6) kieruje wykonaniem bud¿etu pañstwa oraz uchwala zamkniêcie rachunków pañstwowych i sprawozdanie z wykonania bud¿etu,7) zapewnia bezpieczeñstwo wewnêtrzne pañstwa oraz porz¹dek publiczny,8) zapewnia bezpieczeñstwo zewnêtrzne pañstwa,9) sprawuje ogólne kierownictwo w dziedzinie stosunków z innymi pañstwami i organizacjami miêdzynarodowymi,10) zawiera umowy miêdzynarodowe wymagaj¹ce ratyfikacji oraz zatwierdza i wypowiada inne umowy miêdzynarodowe,11) sprawuje ogólne kierownictwo w dziedzinie obronnoœci kraju oraz okreœla corocznie liczbê obywateli powo³ywanych do czynnej s³u¿by wojskowej,12) okreœla organizacjê i tryb swojej pracy;konstytucja
Rada Ministrów sk³ada siê z Prezesa Rady Ministrów i ministrów;konstytucja
W sk³ad Rady Ministrów mog¹ byæ powo³ywani wiceprezesi Rady Ministrów;konstytucja
Prezes i wiceprezes Rady Ministrów mog¹ pe³niæ tak¿e funkcjê ministra;konstytucja
W sk³ad Rady Ministrów mog¹ byæ ponadto powo³ywani przewodnicz¹cy okreœlonych w ustawach komitetów;konstytucja
Prezes Rady Ministrów:1) reprezentuje Radê Ministrów,2) kieruje pracami Rady Ministrów,3) wydaje rozporz¹dzenia,4) zapewnia wykonywanie polityki Rady Ministrów i okreœla sposoby jej wykonywania,5) koordynuje i kontroluje pracê cz³onków Rady Ministrów,6) sprawuje nadzór nad samorz¹dem terytorialnym w granicach i formach okreœlonych w Konstytucji i ustawach,7) jest zwierzchnikiem s³u¿bowym pracowników administracji rz¹dowej;konstytucja
Ministrowie kieruj¹ okreœlonymi dzia³ami administracji rz¹dowej lub wype³niaj¹ zadania wyznaczone im przez Prezesa Rady Ministrów;konstytucja
Zakres dzia³ania ministra kieruj¹cego dzia³em administracji rz¹dowej okreœlaj¹ ustawy;konstytucja
Minister kieruj¹cy dzia³em administracji rz¹dowej wydaje rozporz¹dzenia;konstytucja
Rada Ministrów, na wniosek Prezesa Rady Ministrów, mo¿e uchyliæ rozporz¹dzenie lub zarz¹dzenie ministra;konstytucja
Do przewodnicz¹cego komitetu, o którym mowa w art. 147 ustawa 4, stosuje siê odpowiednio przepisy odnosz¹ce siê do ministra kieruj¹cego dzia³em administracji rz¹dowej;konstytucja
Cz³onek Rady Ministrów nie mo¿e prowadziæ dzia³alnoœci sprzecznej z jego obowi¹zkami publicznymi;konstytucja
"Prezes Rady Ministrów, wiceprezesi Rady Ministrów i ministrowie sk³adaj¹ wobec Prezydenta Rzeczypospolitej nastêpuj¹c¹ przysiêgê:    ""Obejmuj¹c urz¹d Prezesa Rady Ministrów (wiceprezesa Rady Ministrów, ministra), uroczyœcie przysiêgam, ¿e dochowam wiernoœci postanowieniom Konstytucji i innym prawom Rzeczypospolitej Polskiej, a dobro Ojczyzny oraz pomyœlnoœæ obywateli bêd¹ dla mnie zawsze najwy¿szym nakazem""";konstytucja
"Przysiêga mo¿e byæ z³o¿ona z dodaniem zdania ""Tak mi dopomó¿ Bóg""";konstytucja
Przedstawicielem Rady Ministrów w województwie jest wojewoda;konstytucja
Tryb powo³ywania i odwo³ywania oraz zakres dzia³ania wojewodów okreœla ustawa;konstytucja
W celu zapewnienia zawodowego, rzetelnego, bezstronnego i politycznie neutralnego wykonywania zadañ pañstwa, w urzêdach administracji rz¹dowej dzia³a korpus s³u¿by cywilnej;konstytucja
Prezes Rady Ministrów jest zwierzchnikiem korpusu s³u¿by cywilnej;konstytucja
Prezydent Rzeczypospolitej desygnuje Prezesa Rady Ministrów, który proponuje sk³ad Rady Ministrów;konstytucja
Prezydent Rzeczypospolitej powo³uje Prezesa Rady Ministrów wraz z pozosta³ymi cz³onkami Rady Ministrów w ci¹gu 14 dni od dnia pierwszego posiedzenia Sejmu lub przyjêcia dymisji poprzedniej Rady Ministrów i odbiera przysiêgê od cz³onków nowo powo³anej Rady Ministrów;konstytucja
Prezes Rady Ministrów, w ci¹gu 14 dni od dnia powo³ania przez Prezydenta Rzeczypospolitej, przedstawia Sejmowi program dzia³ania Rady Ministrów z wnioskiem o udzielenie jej wotum zaufania;konstytucja
Wotum zaufania Sejm uchwala bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
W razie niepowo³ania Rady Ministrów w trybie ustawa 1 lub nieudzielenia jej wotum zaufania w trybie ustawa 2 Sejm w ci¹gu 14 dni od up³ywu terminów okreœlonych w ustawa 1 lub ustawa 2 wybiera Prezesa Rady Ministrów oraz proponowanych przez niego cz³onków Rady Ministrów bezwzglêdn¹ wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
Prezydent Rzeczypospolitej powo³uje tak wybran¹ Radê Ministrów i odbiera przysiêgê od jej cz³onków;konstytucja
W razie niepowo³ania Rady Ministrów w trybie art. 154 ustawa 3 Prezydent Rzeczypospolitej w ci¹gu 14 dni powo³uje Prezesa Rady Ministrów i na jego wniosek pozosta³ych cz³onków Rady Ministrów oraz odbiera od nich przysiêgê;konstytucja
Sejm w ci¹gu 14 dni od dnia powo³ania Rady Ministrów przez Prezydenta Rzeczypospolitej udziela jej wotum zaufania wiêkszoœci¹ g³osów w obecnoœci co najmniej po³owy ustawowej liczby pos³ów;konstytucja
W razie nieudzielenia Radzie Ministrów wotum zaufania w trybie okreœlonym w ustawa 1, Prezydent Rzeczypospolitej skraca kadencjê Sejmu i zarz¹dza wybory;konstytucja
Cz³onkowie Rady Ministrów ponosz¹ odpowiedzialnoœæ przed Trybuna³em Stanu za naruszenie Konstytucji lub ustaw, a tak¿e za przestêpstwa pope³nione w zwi¹zku z zajmowanym stanowiskiem;konstytucja
Uchwa³ê o poci¹gniêciu cz³onka Rady Ministrów do odpowiedzialnoœci przed Trybuna³em Stanu Sejm podejmuje na wniosek Prezydenta Rzeczypospolitej lub co najmniej 115 pos³ów wiêkszoœci¹ 3/5 ustawowej liczby pos³ów;konstytucja
Cz³onkowie Rady Ministrów ponosz¹ przed Sejmem solidarn¹ odpowiedzialnoœæ za dzia³alnoœæ Rady Ministrów;konstytucja
Cz³onkowie Rady Ministrów ponosz¹ przed Sejmem równie¿ odpowiedzialnoœæ indywidualn¹ za sprawy nale¿¹ce do ich kompetencji lub powierzone im przez Prezesa Rady Ministrów;konstytucja
Sejm wyra¿a Radzie Ministrów wotum nieufnoœci wiêkszoœci¹ ustawowej liczby pos³ów na wniosek zg³oszony przez co najmniej 46 pos³ów i wskazuj¹cy imiennie kandydata na Prezesa Rady Ministrów;konstytucja
Je¿eli uchwa³a zosta³a przyjêta przez Sejm, Prezydent Rzeczypospolitej przyjmuje dymisjê Rady Ministrów i powo³uje wybranego przez Sejm nowego Prezesa Rady Ministrów, a na jego wniosek pozosta³ych cz³onków Rady Ministrów oraz odbiera od nich przysiêgê;konstytucja
Wniosek o podjêcie uchwa³y, o której mowa w ustawa 1, mo¿e byæ poddany pod g³osowanie nie wczeœniej ni¿ po up³ywie 7 dni od dnia jego zg³oszenia;konstytucja
Powtórny wniosek mo¿e byæ zg³oszony nie wczeœniej ni¿ po up³ywie 3 miesiêcy od dnia zg³oszenia poprzedniego wniosku;konstytucja
Powtórny wniosek mo¿e byæ zg³oszony przed up³ywem 3 miesiêcy, je¿eli wyst¹pi z nim co najmniej 115 pos³ów;konstytucja
Sejm mo¿e wyraziæ ministrowi wotum nieufnoœci;konstytucja
